dataset_name,split,model_name,structured_encoder,text_input_mode,text_embedding_backend,decision_threshold,n_features,n_aligned_features,n_structured_features,n_note_metadata_features,n_event_features,auroc,auprc,accuracy,precision,recall,f1,brier_score,specificity,sensitivity,tp,fp,tn,fn
horizon_12h_vitals_only,val,aligned_transformer_xgboost,transformer,frozen_embedding,transformer:emilyalsentzer/Bio_ClinicalBERT,0.09037896990776062,430,256,160,14,0,0.7156519838233687,0.16343616355535115,0.9311360707052109,0.1978798586572438,0.27586206896551724,0.23045267489711935,0.03407184560610534,0.9565799540933435,0.27586206896551724,56,227,5001,147
horizon_12h_vitals_only,test,aligned_transformer_xgboost,transformer,frozen_embedding,transformer:emilyalsentzer/Bio_ClinicalBERT,0.09037896990776062,430,256,160,14,0,0.7769873685743042,0.2468881463851318,0.9294373077618961,0.26031746031746034,0.34309623430962344,0.296028880866426,0.03721854976896098,0.9559379727685325,0.34309623430962344,82,233,5055,157
