dataset_name,split,model_name,structured_encoder,text_input_mode,text_embedding_backend,decision_threshold,n_features,n_aligned_features,n_structured_features,n_note_metadata_features,n_event_features,auroc,auprc,accuracy,precision,recall,f1,brier_score,specificity,sensitivity,tp,fp,tn,fn
horizon_24h_vitals_labs,val,aligned_transformer_xgboost,transformer,frozen_embedding,transformer:emilyalsentzer/Bio_ClinicalBERT,0.07328823953866959,630,256,360,14,0,0.7644038374661624,0.20691483751808515,0.9467100325243933,0.28104575163398693,0.2945205479452055,0.28762541806020064,0.03258560920757686,0.9714359906517788,0.2945205479452055,43,110,3741,103
horizon_24h_vitals_labs,test,aligned_transformer_xgboost,transformer,frozen_embedding,transformer:emilyalsentzer/Bio_ClinicalBERT,0.07328823953866959,630,256,360,14,0,0.8022348611575778,0.3277662794643877,0.9405176704828273,0.32978723404255317,0.35428571428571426,0.3415977961432507,0.035590834181098555,0.9672131147540983,0.35428571428571426,62,126,3717,113
