dataset_name,split,model_name,structured_encoder,text_input_mode,text_embedding_backend,aligned_dim,n_examples,decision_threshold,loss,auroc,auprc,accuracy,precision,recall,f1,brier_score,specificity,sensitivity,tp,fp,tn,fn
horizon_24h_structured_full,val,aligned_transformer_encoder,transformer,frozen_embedding,transformer:emilyalsentzer/Bio_ClinicalBERT,256,3997,0.06281106919050217,4.534782519841101,0.7184221853067874,0.11767707821168989,0.9484613460095072,0.2457627118644068,0.19863013698630136,0.2196969696969697,0.03465270744357338,0.9768891197091665,0.19863013698630136,29,89,3762,117
horizon_24h_structured_full,test,aligned_transformer_encoder,transformer,frozen_embedding,transformer:emilyalsentzer/Bio_ClinicalBERT,256,4018,0.06281106919050217,5.237380410653815,0.7451871677632802,0.14678164915377684,0.9405176704828273,0.24193548387096775,0.17142857142857143,0.20066889632107024,0.040977888268114084,0.9755399427530576,0.17142857142857143,30,94,3749,145
