dataset_name,split,model_name,structured_encoder,text_input_mode,text_embedding_backend,aligned_dim,n_examples,decision_threshold,loss,auroc,auprc,accuracy,precision,recall,f1,brier_score,specificity,sensitivity,tp,fp,tn,fn
horizon_24h_vitals_labs,val,aligned_transformer_encoder,transformer,frozen_embedding,transformer:emilyalsentzer/Bio_ClinicalBERT,256,3997,0.05243059992790222,4.936423990750453,0.7091130928454804,0.10622517823269445,0.9472104078058544,0.2072072072072072,0.15753424657534246,0.17898832684824903,0.0352521464704766,0.9771487925214231,0.15753424657534246,23,88,3763,123
horizon_24h_vitals_labs,test,aligned_transformer_encoder,transformer,frozen_embedding,transformer:emilyalsentzer/Bio_ClinicalBERT,256,4018,0.05243059992790222,5.603793711136753,0.750804802795435,0.15023396561063856,0.9407665505226481,0.22608695652173913,0.14857142857142858,0.1793103448275862,0.04145411331932349,0.9768410096278949,0.14857142857142858,26,89,3754,149
