dataset_name,split,model_name,structured_encoder,text_input_mode,text_embedding_backend,aligned_dim,n_examples,decision_threshold,loss,auroc,auprc,accuracy,precision,recall,f1,brier_score,specificity,sensitivity,tp,fp,tn,fn
horizon_6h_structured_full,val,aligned_transformer_encoder,transformer,frozen_embedding,transformer:emilyalsentzer/Bio_ClinicalBERT,256,5745,0.0163654163479805,4.850700267325288,0.7859942187601742,0.26525481821874963,0.9176675369886859,0.2627551020408163,0.3588850174216028,0.30338733431516934,0.046950140848901874,0.9470502015390253,0.3588850174216028,103,289,5169,184
horizon_6h_structured_full,test,aligned_transformer_encoder,transformer,frozen_embedding,transformer:emilyalsentzer/Bio_ClinicalBERT,256,5827,0.0163654163479805,5.277149791593583,0.7744725544385773,0.21808265937577484,0.9174532349407929,0.26052631578947366,0.3311036789297659,0.2916053019145803,0.05041223389791288,0.9491678726483358,0.3311036789297659,99,281,5247,200
