dataset_name,split,model_name,structured_encoder,text_input_mode,text_embedding_backend,aligned_dim,n_examples,decision_threshold,loss,auroc,auprc,accuracy,precision,recall,f1,brier_score,specificity,sensitivity,tp,fp,tn,fn
horizon_6h_vitals_labs,val,aligned_transformer_encoder,transformer,frozen_embedding,transformer:emilyalsentzer/Bio_ClinicalBERT,256,5745,0.026696473360061646,4.42517107199542,0.76870763499029,0.22882993997939763,0.9124456048738033,0.23529411764705882,0.3344947735191638,0.2762589928057554,0.04699382281658984,0.9428362037376329,0.3344947735191638,96,312,5146,191
horizon_6h_vitals_labs,test,aligned_transformer_encoder,transformer,frozen_embedding,transformer:emilyalsentzer/Bio_ClinicalBERT,256,5827,0.026696473360061646,4.832038354775351,0.7505886723230837,0.18729025624685058,0.91556547108289,0.25064599483204136,0.32441471571906355,0.282798833819242,0.05107947411948624,0.9475397973950795,0.32441471571906355,97,290,5238,202
