dataset_name,split,model_name,structured_encoder,text_input_mode,text_embedding_backend,decision_threshold,n_features,n_aligned_features,n_structured_features,n_note_metadata_features,n_event_features,auroc,auprc,accuracy,precision,recall,f1,brier_score,specificity,sensitivity,tp,fp,tn,fn
horizon_6h_vitals_only,val,aligned_transformer_xgboost,transformer,frozen_embedding,transformer:emilyalsentzer/Bio_ClinicalBERT,0.16721008718013763,430,256,160,14,0,0.8021036154454095,0.3106604120055055,0.9376849434290687,0.3660377358490566,0.33797909407665505,0.35144927536231885,0.04074051213372555,0.9692194943202639,0.33797909407665505,97,168,5290,190
horizon_6h_vitals_only,test,aligned_transformer_xgboost,transformer,frozen_embedding,transformer:emilyalsentzer/Bio_ClinicalBERT,0.16721008718013763,430,256,160,14,0,0.8017771491077349,0.24553305236402756,0.9358160288313025,0.3493975903614458,0.2909698996655518,0.3175182481751825,0.044226290074793714,0.9706946454413893,0.2909698996655518,87,162,5366,212
