dataset_name,split,model_name,structured_encoder,text_input_mode,text_embedding_backend,decision_threshold,n_features,n_aligned_features,n_structured_features,n_note_metadata_features,n_event_features,auroc,auprc,accuracy,precision,recall,f1,brier_score,specificity,sensitivity,tp,fp,tn,fn
horizon_12h_vitals_labs,val,aligned_transformer_xgboost,transformer,frozen_embedding,transformer:emilyalsentzer/Bio_ClinicalBERT,0.13450071215629578,630,256,360,14,0,0.7972446583572352,0.33407089157992664,0.9620696004419076,0.48717948717948717,0.28078817733990147,0.35625,0.03055296818825308,0.9885233358837031,0.28078817733990147,57,60,5168,146
horizon_12h_vitals_labs,test,aligned_transformer_xgboost,transformer,frozen_embedding,transformer:emilyalsentzer/Bio_ClinicalBERT,0.13450071215629578,630,256,360,14,0,0.8162770051715734,0.37344832949835993,0.9582051745974308,0.5285714285714286,0.30962343096234307,0.39050131926121373,0.03414882164546463,0.987518910741301,0.30962343096234307,74,66,5222,165
