dataset_name,split,model_name,structured_encoder,text_input_mode,text_embedding_backend,aligned_dim,n_examples,decision_threshold,loss,auroc,auprc,accuracy,precision,recall,f1,brier_score,specificity,sensitivity,tp,fp,tn,fn
horizon_6h_vitals_only,val,aligned_transformer_encoder,transformer,frozen_embedding,transformer:emilyalsentzer/Bio_ClinicalBERT,256,5745,0.17083953320980072,4.095836050123214,0.7529458404566771,0.23748463154433588,0.9488250652741514,0.47107438016528924,0.1986062717770035,0.27941176470588236,0.04488880917968312,0.9882740930743862,0.1986062717770035,57,64,5394,230
horizon_6h_vitals_only,test,aligned_transformer_encoder,transformer,frozen_embedding,transformer:emilyalsentzer/Bio_ClinicalBERT,256,5827,0.17083953320980072,4.451273351971607,0.7550245875058685,0.18408810177526744,0.943367084262914,0.36752136752136755,0.14381270903010032,0.20673076923076922,0.04994417669986904,0.9866136034732272,0.14381270903010032,43,74,5454,256
