epoch,train_loss,learning_rate,selection_loss,selection_auroc,selection_auprc,selection_precision,selection_recall,selection_f1,decision_threshold
1,4.027061619486788,0.00029388206453689414,4.966512904972913,0.6526726116666227,0.06001490544465503,0.0,0.0,0.0,0.014141852036118507
2,4.124388490441636,0.00027612712429686835,4.2978074234061285,0.6360191993848959,0.06340277988438625,0.0,0.0,0.0,0.03647243604063988
3,4.182754166185354,0.0002484731565365591,5.16917735529482,0.6656672483519962,0.07670512508310189,0.0,0.0,0.0,0.014992824755609035
4,4.1837422391743155,0.00021362712429686838,3.6312974065909813,0.6601852096140147,0.07212697812500549,0.0,0.0,0.0,0.014992824755609035
5,4.288906851014973,0.00017499999999999997,5.080343194448887,0.6801308603540617,0.07972881990879446,0.0,0.0,0.0,0.014609853737056255
6,4.2115734445534025,0.00013637287570313157,6.6244009717148815,0.6646684582072282,0.07653105734796825,0.0,0.0,0.0,0.014609853737056255
7,4.205414979480585,0.00010152684346344086,5.07034713403625,0.6694211916885584,0.07971608879541005,0.0,0.0,0.0,0.014609853737056255
8,4.172296662868629,7.387287570313158e-05,5.274764619587642,0.6856892217351812,0.0888269390565127,0.0,0.0,0.0,0.019653605297207832
9,4.11650522951808,5.611793546310581e-05,4.8600870783321435,0.6850192785343038,0.10107479574000125,0.0,0.0,0.0,0.03795066848397255
10,4.040078916459256,5e-05,5.486811525105747,0.6808111683583283,0.09337209092790158,0.0,0.0,0.0,0.03795066848397255
