dataset_name,split,model_name,structured_encoder,text_input_mode,text_embedding_backend,aligned_dim,n_examples,decision_threshold,loss,auroc,auprc,accuracy,precision,recall,f1,brier_score,specificity,sensitivity,tp,fp,tn,fn
horizon_12h_vitals_only,val,aligned_transformer_encoder,transformer,frozen_embedding,transformer:emilyalsentzer/Bio_ClinicalBERT,256,5431,0.03795066848397255,4.8600870783321435,0.6850192785343038,0.10107479574000125,0.9173264592156141,0.12951807228915663,0.21182266009852216,0.16074766355140188,0.035913040389736806,0.9447207345065034,0.21182266009852216,43,289,4939,160
horizon_12h_vitals_only,test,aligned_transformer_encoder,transformer,frozen_embedding,transformer:emilyalsentzer/Bio_ClinicalBERT,256,5527,0.03795066848397255,5.51895244752007,0.7573914096177341,0.17723201032706254,0.9187624389361317,0.21311475409836064,0.3263598326359833,0.2578512396694215,0.04044460629483118,0.9455370650529501,0.3263598326359833,78,288,5000,161
