dataset_name,split,model_name,structured_encoder,text_input_mode,text_embedding_backend,decision_threshold,n_features,n_aligned_features,n_structured_features,n_note_metadata_features,n_event_features,auroc,auprc,accuracy,precision,recall,f1,brier_score,specificity,sensitivity,tp,fp,tn,fn
horizon_24h_vitals_only,val,aligned_transformer_xgboost,transformer,frozen_embedding,transformer:emilyalsentzer/Bio_ClinicalBERT,0.04886162281036377,430,256,160,14,0,0.6799087943711472,0.08270983999131776,0.9001751313485113,0.11314984709480122,0.2534246575342466,0.15644820295983086,0.035773975015857426,0.9246948844455986,0.2534246575342466,37,290,3561,109
horizon_24h_vitals_only,test,aligned_transformer_xgboost,transformer,frozen_embedding,transformer:emilyalsentzer/Bio_ClinicalBERT,0.04886162281036377,430,256,160,14,0,0.7250213746700866,0.1542927822847326,0.8979591836734694,0.15542521994134897,0.3028571428571429,0.2054263565891473,0.04034472161857523,0.9250585480093677,0.3028571428571429,53,288,3555,122
