dataset_name,split,model_name,structured_encoder,text_input_mode,text_embedding_backend,aligned_dim,n_examples,decision_threshold,loss,auroc,auprc,accuracy,precision,recall,f1,brier_score,specificity,sensitivity,tp,fp,tn,fn
horizon_24h_vitals_only,val,aligned_transformer_encoder,transformer,frozen_embedding,transformer:emilyalsentzer/Bio_ClinicalBERT,256,3997,0.031252190470695496,4.98200457526464,0.6695103211049966,0.07285042994013885,0.9054290718038529,0.11333333333333333,0.2328767123287671,0.15246636771300448,0.035707019440638116,0.9309270319397559,0.2328767123287671,34,266,3585,112
horizon_24h_vitals_only,test,aligned_transformer_encoder,transformer,frozen_embedding,transformer:emilyalsentzer/Bio_ClinicalBERT,256,4018,0.031252190470695496,5.502792433200489,0.7264964127727593,0.1204014159923207,0.9009457441513191,0.15692307692307692,0.2914285714285714,0.204,0.04158779883969691,0.9287015352589123,0.2914285714285714,51,274,3569,124
