epoch,train_loss,learning_rate,selection_loss,selection_auroc,selection_auprc,selection_precision,selection_recall,selection_f1,decision_threshold
1,4.184797546842941,0.00029388206453689414,4.368818847584538,0.6781942423778915,0.06818308007410986,0.0,0.0,0.0,0.025865521281957626
2,4.17055467064604,0.00027612712429686835,4.696187828672119,0.6766308697616346,0.07373832902394564,0.0,0.0,0.0,0.03691300004720688
3,4.245767022468036,0.0002484731565365591,4.098151642357931,0.6850809076454079,0.08164120023232822,0.0,0.0,0.0,0.049035266041755676
4,4.220953906181802,0.00021362712429686838,5.545192315662047,0.6943064068041391,0.09098237609889168,0.0,0.0,0.0,0.017894351854920387
5,4.319923323672062,0.00017499999999999997,5.9784144826114645,0.7002806600669459,0.08754036347137914,0.0,0.0,0.0,0.017894351854920387
6,4.209895257719981,0.00013637287570313157,6.284871636629105,0.6878590510203718,0.07892834243325639,0.0,0.0,0.0,0.017894351854920387
7,4.171122273948847,0.00010152684346344086,6.5545774775624155,0.6977568537615209,0.09558186163134962,0.0,0.0,0.0,0.0049518090672791
8,4.046934938852823,7.387287570313158e-05,5.205461550208973,0.7048356057668708,0.10092899823057484,0.0,0.0,0.0,0.027592089027166367
9,3.9700973768671872,5.611793546310581e-05,4.976678939467762,0.7030588034419097,0.10396746969275397,0.0,0.0,0.0,0.031154341995716095
10,3.930886736102321,5e-05,4.936423990750453,0.7091130928454804,0.10622517823269445,0.3333333333333333,0.0136986301369863,0.02631578947368421,0.05243059992790222
