dataset_name,split,model_name,text_embedding_backend,decision_threshold,n_features,n_structured_features,n_text_embedding_features,n_note_metadata_features,n_event_features,auroc,auprc,accuracy,precision,recall,f1,brier_score,specificity,sensitivity,tp,fp,tn,fn,stack_train_examples
horizon_6h,test,stacked_xgboost_notes,transformer:emilyalsentzer/Bio_ClinicalBERT,0.5,25,428,1536,14,9,0.9957504271353135,0.9640084693355887,0.9948515531148103,0.9216300940438872,0.9832775919732442,0.9514563106796117,0.005601435597289068,0.9954775687409552,0.9832775919732442,294,25,5503,5,5745.0
horizon_6h,test,xgboost_text_augmented,transformer:emilyalsentzer/Bio_ClinicalBERT,0.1755627989768982,1987,428,1536,14,9,0.9990168627697728,0.9788843342124413,0.9951947829071564,0.9274447949526814,0.9832775919732442,0.9545454545454546,0.0039824649528760695,0.9958393632416788,0.9832775919732442,294,23,5505,5,
horizon_6h,val,xgboost_text_augmented,transformer:emilyalsentzer/Bio_ClinicalBERT,0.1755627989768982,1987,428,1536,14,9,0.9992211668962735,0.983789346749201,0.9953002610966057,0.9333333333333333,0.975609756097561,0.9540034071550255,0.004639529609889465,0.9963356540857456,0.975609756097561,280,20,5438,7,
