dataset_name,split,model_name,text_embedding_backend,decision_threshold,n_features,n_structured_features,n_text_embedding_features,n_note_metadata_features,n_event_features,auroc,auprc,accuracy,precision,recall,f1,brier_score,specificity,sensitivity,tp,fp,tn,fn,stack_train_examples
horizon_24h,test,stacked_xgboost_notes,transformer:emilyalsentzer/Bio_ClinicalBERT,0.5,25,428,1536,14,9,0.9966187130589941,0.9290534404109241,0.9957690393230463,0.9202127659574468,0.9885714285714285,0.953168044077135,0.006897296261111905,0.9960967993754879,0.9885714285714285,173,15,3828,2,3997.0
horizon_24h,test,xgboost_text_augmented,transformer:emilyalsentzer/Bio_ClinicalBERT,0.4000000059604645,1987,428,1536,14,9,0.9993591316307944,0.9820605927587593,0.9962667994026879,0.9347826086956522,0.9828571428571429,0.958217270194986,0.003037968653609164,0.9968774395003903,0.9828571428571429,172,12,3831,3,
horizon_24h,val,xgboost_text_augmented,transformer:emilyalsentzer/Bio_ClinicalBERT,0.4000000059604645,1987,428,1536,14,9,0.9984561917737077,0.9666640371630345,0.9947460595446584,0.8980891719745223,0.9657534246575342,0.9306930693069307,0.00481618539996986,0.9958452350038951,0.9657534246575342,141,16,3835,5,
