dataset_name,split,model_name,structured_encoder,text_input_mode,text_embedding_backend,aligned_dim,n_examples,decision_threshold,loss,auroc,auprc,accuracy,precision,recall,f1,brier_score,specificity,sensitivity,tp,fp,tn,fn
horizon_12h,val,aligned_transformer_encoder,transformer,frozen_embedding,transformer:emilyalsentzer/Bio_ClinicalBERT,256,5431,0.027812108397483826,5.318902136011472,0.7113750890430837,0.12482282537144705,0.9305836862456269,0.17537313432835822,0.2315270935960591,0.19957537154989385,0.035766833621092925,0.9577276205049732,0.2315270935960591,47,221,5007,156
horizon_12h,test,aligned_transformer_encoder,transformer,frozen_embedding,transformer:emilyalsentzer/Bio_ClinicalBERT,256,5527,0.027812108397483826,6.153160246743453,0.7440648757113288,0.1635771186768887,0.9296182377419938,0.23404255319148937,0.27615062761506276,0.2533589251439539,0.041241801348553216,0.9591527987897126,0.27615062761506276,66,216,5072,173
