dataset_name,split,model_name,structured_encoder,text_input_mode,text_embedding_backend,decision_threshold,n_features,n_aligned_features,n_structured_features,n_note_metadata_features,n_event_features,auroc,auprc,accuracy,precision,recall,f1,brier_score,specificity,sensitivity,tp,fp,tn,fn
horizon_24h,val,aligned_transformer_xgboost,transformer,frozen_embedding,transformer:emilyalsentzer/Bio_ClinicalBERT,0.31920674443244934,707,256,428,14,9,0.9982285334177566,0.9527387997011169,0.9942456842631974,0.89171974522293,0.958904109589041,0.9240924092409241,0.005494422119403742,0.9955855621916385,0.958904109589041,140,17,3834,6
horizon_24h,test,aligned_transformer_xgboost,transformer,frozen_embedding,transformer:emilyalsentzer/Bio_ClinicalBERT,0.31920674443244934,707,256,428,14,9,0.9992357161443812,0.978876692891383,0.9955201592832255,0.9289617486338798,0.9714285714285714,0.9497206703910615,0.0033400659533426567,0.9966172261254228,0.9714285714285714,170,13,3830,5
