dataset_name,split,model_name,structured_encoder,text_input_mode,text_embedding_backend,decision_threshold,n_features,n_aligned_features,n_structured_features,n_note_metadata_features,n_event_features,auroc,auprc,accuracy,precision,recall,f1,brier_score,specificity,sensitivity,tp,fp,tn,fn
horizon_12h,val,aligned_transformer_xgboost,transformer,frozen_embedding,transformer:emilyalsentzer/Bio_ClinicalBERT,0.1752413660287857,707,256,428,14,9,0.9988071053553997,0.9658274899815158,0.9948444117105505,0.9107981220657277,0.9556650246305419,0.9326923076923077,0.0046903324470893935,0.9963657230298393,0.9556650246305419,194,19,5209,9
horizon_12h,test,aligned_transformer_xgboost,transformer,frozen_embedding,transformer:emilyalsentzer/Bio_ClinicalBERT,0.1752413660287857,707,256,428,14,9,0.9985741775805644,0.9608145190619439,0.9936674506965805,0.9015748031496063,0.9581589958158996,0.9290060851926978,0.005309864878600299,0.9952723146747352,0.9581589958158996,229,25,5263,10
