dataset_name,split,model_name,text_embedding_backend,decision_threshold,n_features,n_structured_features,n_text_embedding_features,n_note_metadata_features,n_event_features,auroc,auprc,accuracy,precision,recall,f1,brier_score,specificity,sensitivity,tp,fp,tn,fn,stack_train_examples
horizon_24h_structured_full,test,stacked_xgboost_notes,transformer:emilyalsentzer/Bio_ClinicalBERT,0.5,25,428,1536,14,9,0.9965666703840006,0.9290099637777129,0.9957690393230463,0.9202127659574468,0.9885714285714285,0.953168044077135,0.0069093880310874605,0.9960967993754879,0.9885714285714285,173,15,3828,2,3997.0
horizon_24h_structured_full,test,xgboost_text_augmented,transformer:emilyalsentzer/Bio_ClinicalBERT,0.584658145904541,1987,428,1536,14,9,0.9992728894836622,0.9787114929805338,0.9960179193628671,0.9344262295081968,0.9771428571428571,0.9553072625698324,0.003073037385426526,0.9968774395003903,0.9771428571428571,171,12,3831,4,
horizon_24h_structured_full,val,xgboost_text_augmented,transformer:emilyalsentzer/Bio_ClinicalBERT,0.584658145904541,1987,428,1536,14,9,0.9983210196248617,0.9632870562146576,0.994495871903928,0.8974358974358975,0.958904109589041,0.9271523178807947,0.005033167427925961,0.9958452350038951,0.958904109589041,140,16,3835,6,
