dataset_name,text_embedding_backend,n_train,n_val,n_test,n_structured_features,n_text_embedding_features,n_note_metadata_features,n_event_features,device
horizon_12h_vitals_labs,transformer:emilyalsentzer/Bio_ClinicalBERT,25383,5431,5527,360,1536,14,0,cuda
