dataset_name,split,model_name,text_embedding_backend,decision_threshold,n_features,n_structured_features,n_text_embedding_features,n_note_metadata_features,n_event_features,auroc,auprc,accuracy,precision,recall,f1,brier_score,specificity,sensitivity,tp,fp,tn,fn,stack_train_examples
horizon_12h_structured_full,test,stacked_xgboost_notes,transformer:emilyalsentzer/Bio_ClinicalBERT,0.5,25,428,1536,14,9,0.9952248400103811,0.948413170545603,0.9942102406368736,0.8996138996138996,0.9748953974895398,0.9357429718875502,0.006623635581522492,0.9950832072617246,0.9748953974895398,233,26,5262,6,5431.0
horizon_12h_structured_full,test,xgboost_text_augmented,transformer:emilyalsentzer/Bio_ClinicalBERT,0.25,1987,428,1536,14,9,0.9990346818247995,0.975061037168946,0.9942102406368736,0.9027237354085603,0.9707112970711297,0.9354838709677419,0.004450565002945278,0.9952723146747352,0.9707112970711297,232,25,5263,7,
horizon_12h_structured_full,val,xgboost_text_augmented,transformer:emilyalsentzer/Bio_ClinicalBERT,0.25,1987,428,1536,14,9,0.9989635196610896,0.96664548174984,0.9957650524765237,0.9245283018867925,0.9655172413793104,0.944578313253012,0.003855080025941011,0.9969395562356542,0.9655172413793104,196,16,5212,7,
