dataset_name,split,model_name,text_embedding_backend,decision_threshold,n_features,n_structured_features,n_text_embedding_features,n_note_metadata_features,n_event_features,auroc,auprc,accuracy,precision,recall,f1,brier_score,specificity,sensitivity,tp,fp,tn,fn,stack_train_examples
horizon_6h_vitals_only,test,stacked_xgboost_notes,transformer:emilyalsentzer/Bio_ClinicalBERT,0.5,16,160,1536,14,0,0.7782995295461477,0.2456544167191733,0.7808477775870946,0.13938053097345132,0.6321070234113713,0.2283987915407855,0.1814322812638743,0.7888929088277858,0.6321070234113713,189,1167,4361,110,5745.0
horizon_6h_vitals_only,test,xgboost_text_augmented,transformer:emilyalsentzer/Bio_ClinicalBERT,0.130303293466568,1710,160,1536,14,0,0.7837542774032109,0.23979714144445274,0.9383902522738974,0.34536082474226804,0.22408026755852842,0.2718052738336714,0.044859105673355354,0.9770260492040521,0.22408026755852842,67,127,5401,232,
horizon_6h_vitals_only,val,xgboost_text_augmented,transformer:emilyalsentzer/Bio_ClinicalBERT,0.130303293466568,1710,160,1536,14,0,0.7994064270329139,0.28601991252606057,0.9432550043516101,0.4010152284263959,0.27526132404181186,0.32644628099173556,0.042376508609136485,0.9783803591058996,0.27526132404181186,79,118,5340,208,
