dataset_name,split,model_name,text_embedding_backend,decision_threshold,n_features,n_structured_features,n_text_embedding_features,n_note_metadata_features,n_event_features,auroc,auprc,accuracy,precision,recall,f1,brier_score,specificity,sensitivity,tp,fp,tn,fn,stack_train_examples
horizon_12h_vitals_only,test,stacked_xgboost_notes,transformer:emilyalsentzer/Bio_ClinicalBERT,0.5,16,160,1536,14,0,0.7451674747909532,0.22179425664507213,0.7267957300524697,0.10106716886377903,0.6736401673640168,0.17576419213973798,0.20731956980226346,0.7291981845688351,0.6736401673640168,161,1432,3856,78,5431.0
horizon_12h_vitals_only,test,xgboost_text_augmented,transformer:emilyalsentzer/Bio_ClinicalBERT,0.07027322053909302,1710,160,1536,14,0,0.7501665569474424,0.20748047316674892,0.9448163560702009,0.3146067415730337,0.23430962343096234,0.2685851318944844,0.03935173479176551,0.976928895612708,0.23430962343096234,56,122,5166,183,
horizon_12h_vitals_only,val,xgboost_text_augmented,transformer:emilyalsentzer/Bio_ClinicalBERT,0.07027322053909302,1710,160,1536,14,0,0.7491981411196249,0.13494964848474336,0.9436567851224452,0.2154696132596685,0.1921182266009852,0.203125,0.03496506689680187,0.9728385615914308,0.1921182266009852,39,142,5086,164,
