fusion_strategy,epoch,train_loss,learning_rate,selection_loss,selection_auroc,selection_auprc,selection_precision,selection_recall,selection_f1,decision_threshold
early_fusion,16,4.17584528543232,7.387287570313159e-05,0.32184438534968784,0.7830767865601495,0.2692107831444922,0.5652173913043478,0.13588850174216027,0.21910112359550563,0.015637176111340523
late_fusion,1,5.049569684021316,0.0002984610425743922,0.2658354718013794,0.7283446093896631,0.1765194267024212,0.0,0.0,0.0,0.009554190561175346
late_fusion,2,5.043712765385369,0.00029388206453689414,0.2867822464525679,0.741859598096583,0.18789147714848206,0.0,0.0,0.0,0.008247329853475094
late_fusion,3,4.994859550039024,0.00028637581552354595,0.2801210745116206,0.7585272649041205,0.21435097390459462,0.0,0.0,0.0,0.009617188945412636
late_fusion,4,4.877934300102441,0.0002761271242968684,0.25941492871793354,0.7680941443241579,0.21396710446066414,0.5,0.006968641114982578,0.013745704467353952,0.009617188945412636
late_fusion,5,4.68683687969914,0.0002633883476483184,0.3113002677416002,0.7654939908557332,0.21465969824355108,0.6666666666666666,0.020905923344947737,0.04054054054054054,0.004821065813302994
late_fusion,6,4.765329415992159,0.00024847315653655914,0.2677254545213261,0.7688870219592631,0.20829177278569153,0.39705882352941174,0.09407665505226481,0.15211267605633802,0.004821065813302994
late_fusion,7,4.5438882987758165,0.00023174881246744333,0.2548763189755177,0.7701637975391428,0.22981845026256975,0.6153846153846154,0.08362369337979095,0.147239263803681,0.016660086810588837
late_fusion,8,4.607571736364238,0.00021362712429686843,0.24042556171106805,0.7697641667826406,0.250393787570091,0.5384615384615384,0.12195121951219512,0.19886363636363635,0.023763297125697136
late_fusion,9,4.431820555456718,0.00019455430813002886,0.2902492732340358,0.7830087982605209,0.26478062461303886,0.5263157894736842,0.10452961672473868,0.1744186046511628,0.006225453689694405
late_fusion,10,4.284334659171726,0.000175,0.26969208936603895,0.7685742119421927,0.25426274773059976,0.5769230769230769,0.10452961672473868,0.17699115044247787,0.006225453689694405
late_fusion,11,4.265634945334787,0.00015544569186997119,0.27565246947705896,0.7853705138894032,0.2638790841902103,0.5223880597014925,0.12195121951219512,0.1977401129943503,0.006225453689694405
late_fusion,12,4.173392675594832,0.0001363728757031316,0.3128178408802598,0.7804201357723152,0.2520363924750953,0.5230769230769231,0.11846689895470383,0.19318181818181818,0.006225453689694405
late_fusion,13,4.097436487042455,0.00011825118753255667,0.3143556636686996,0.7822296459628995,0.26071618311674083,0.5507246376811594,0.13240418118466898,0.21348314606741572,0.006225453689694405
late_fusion,14,3.9767891655687952,0.00010152684346344089,0.3320271914241953,0.7774146060572787,0.2616683308122157,0.6285714285714286,0.15331010452961671,0.24649859943977592,0.006225453689694405
gated_fusion,1,4.346809113581437,0.0002984610425743922,0.24232051553437406,0.623723384017068,0.13279424317785787,0.0,0.0,0.0,0.008501815609633923
gated_fusion,2,4.345958846983127,0.00029388206453689414,0.23497344835104114,0.6273944330031165,0.1392025050780385,0.0,0.0,0.0,0.010285267606377602
gated_fusion,3,4.306483109109741,0.00028637581552354595,0.21024679525613038,0.6506649447220012,0.14328755213150612,0.0,0.0,0.0,0.023597603663802147
gated_fusion,4,4.222983116553748,0.0002761271242968684,0.24711406699797023,0.6253078625116986,0.16275350593287624,0.0,0.0,0.0,0.008687947876751423
gated_fusion,5,4.190679044843225,0.0002633883476483184,0.24161342527034016,0.598949469052875,0.15149734725716676,0.6666666666666666,0.020905923344947737,0.04054054054054054,0.008687947876751423
gated_fusion,6,4.100100921464452,0.00024847315653655914,0.22851840097274342,0.6054450648155123,0.12945106067531698,0.5,0.003484320557491289,0.006920415224913495,0.008687947876751423
gated_fusion,7,4.1343378771307435,0.00023174881246744333,0.23589410174238015,0.5976458811858181,0.1295033898582057,0.4,0.006968641114982578,0.0136986301369863,0.008687947876751423
gated_fusion,8,4.092389193657757,0.00021362712429686843,0.230572729804733,0.6297146534256528,0.1634578362759424,0.5757575757575758,0.06620209059233449,0.11875,0.00952228344976902
gated_fusion,9,4.060724457763723,0.00019455430813002886,0.23596540977708344,0.5993066470213464,0.1544429627111513,0.5714285714285714,0.041811846689895474,0.07792207792207792,0.00952228344976902
gated_fusion,10,4.023916069316036,0.000175,0.24457197072102083,0.6472846813742702,0.17951908456543386,0.5666666666666667,0.059233449477351915,0.10725552050473186,0.007201304659247398
gated_fusion,11,3.9577354780740817,0.00015544569186997119,0.23609373679292528,0.6260573297770877,0.1678794807242951,0.6,0.07317073170731707,0.13043478260869565,0.007201304659247398
gated_fusion,12,3.937846796693285,0.0001363728757031316,0.22304582839102016,0.6483798356279118,0.19179476001412216,0.5897435897435898,0.08013937282229965,0.1411042944785276,0.012630941346287727
gated_fusion,13,3.9104928982536005,0.00011825118753255667,0.24252051600171437,0.6240154464309655,0.17574383028056795,0.5365853658536586,0.07665505226480836,0.13414634146341464,0.012630941346287727
gated_fusion,14,3.9171619879069093,0.00010152684346344089,0.2562412288693275,0.5868951116093373,0.15517800076282773,0.5789473684210527,0.07665505226480836,0.13538461538461538,0.012630941346287727
gated_fusion,15,3.926096013283227,8.661165235168157e-05,0.2334501189032224,0.6066576824225028,0.170270136687182,0.5490196078431373,0.0975609756097561,0.16568047337278108,0.012630941346287727
gated_fusion,16,3.839411372232787,7.387287570313159e-05,0.25334639499961403,0.6181170624458168,0.1711870460382911,0.484375,0.10801393728222997,0.17663817663817663,0.012630941346287727
gated_fusion,17,3.8497480238191946,6.362418447645404e-05,0.2463758401449522,0.6180883349952695,0.17437260290996953,0.5,0.09407665505226481,0.15835777126099707,0.012630941346287727
cross_modal_attention,1,5.644432409653033,0.0002984610425743922,0.28373340273251985,0.7392549759136287,0.18873307630202404,0.0,0.0,0.0,0.008233913220465183
cross_modal_attention,2,5.723432005982009,0.00029388206453689414,0.27795846724485296,0.7562619458315192,0.20903300489792973,0.0,0.0,0.0,0.008379453793168068
cross_modal_attention,3,5.588621725776948,0.00028637581552354595,0.2858300476467572,0.7566574270673869,0.22338156070479528,0.0,0.0,0.0,0.009448487311601639
cross_modal_attention,4,5.504869257514232,0.0002761271242968684,0.26969366372824544,0.7547365182074582,0.234119600031506,0.6666666666666666,0.07665505226480836,0.1375,0.01011114101856947
cross_modal_attention,5,5.161997351935986,0.0002633883476483184,0.3780875689535814,0.7631198266649473,0.2432807943465425,0.6666666666666666,0.027874564459930314,0.05351170568561873,0.0009612230351194739
cross_modal_attention,6,5.184686108789591,0.00024847315653655914,0.34838092016747296,0.7685837877590418,0.2500107486802854,0.65,0.04529616724738676,0.08469055374592833,0.001661060145124793
cross_modal_attention,7,5.18775956225641,0.00023174881246744333,0.2554082517910398,0.7703763806731927,0.2479233543493581,0.7142857142857143,0.06968641114982578,0.12698412698412698,0.001661060145124793
cross_modal_attention,8,5.069335222779045,0.00021362712429686843,0.3235445113575244,0.7758460872573967,0.26374068401784745,0.75,0.0627177700348432,0.1157556270096463,0.005392200779169798
cross_modal_attention,9,4.9316581341069945,0.00019455430813002886,0.2716842969916245,0.7750557631734513,0.2719545850980402,0.5844155844155844,0.156794425087108,0.24725274725274726,0.01136889960616827
cross_modal_attention,10,4.712852542041365,0.000175,0.29741618012773763,0.7811134249121898,0.26753425722767754,0.5277777777777778,0.13240418118466898,0.2116991643454039,0.01136889960616827
cross_modal_attention,11,4.612436544844289,0.00015544569186997119,0.3128127820048437,0.7831626497178964,0.2684214642277639,0.6037735849056604,0.11149825783972125,0.18823529411764706,0.01136889960616827
cross_modal_attention,12,4.5408837059789615,0.0001363728757031316,0.2950002930943767,0.7829060178263406,0.26992325335870404,0.59375,0.13240418118466898,0.21652421652421652,0.01136889960616827
cross_modal_attention,13,4.399908595536644,0.00011825118753255667,0.26787674570124065,0.7835543006270246,0.28009503099551547,0.7090909090909091,0.13588850174216027,0.22807017543859648,0.008085886016488075
cross_modal_attention,14,4.31170507775823,0.00010152684346344089,0.29305866548299486,0.7821565505609513,0.2721379319337127,0.6842105263157895,0.09059233449477352,0.16,0.008085886016488075
cross_modal_attention,15,4.29131311279648,8.661165235168157e-05,0.28142363858319464,0.7827875968913067,0.27869012906437907,0.5942028985507246,0.14285714285714285,0.2303370786516854,0.008085886016488075
cross_modal_attention,16,4.280926246232323,7.387287570313159e-05,0.31410695047636644,0.7836762326949029,0.2793406141082896,0.5402298850574713,0.16376306620209058,0.25133689839572193,0.008085886016488075
cross_modal_attention,17,4.118783410468954,6.362418447645404e-05,0.3004644496244686,0.7811903506408775,0.26455906851055433,0.5774647887323944,0.14285714285714285,0.22905027932960895,0.008085886016488075
cross_modal_attention,18,4.035131263331226,5.6117935463105814e-05,0.29485139649024844,0.7775208976243038,0.2685254694662443,0.5,0.1672473867595819,0.2506527415143603,0.008085886016488075
