fusion_strategy,epoch,train_loss,learning_rate,selection_loss,selection_auroc,selection_auprc,selection_precision,selection_recall,selection_f1,decision_threshold
early_fusion,1,2.825264126649238,0.000497229876633906,0.15723105583011227,0.6129848372348966,0.056384788742163024,0.0,0.0,0.0,0.0495968796312809
early_fusion,2,2.9940107358782715,0.0004889877161664095,0.1614534436560729,0.6157644890528831,0.05924229883560088,0.0,0.0,0.0,0.020539559423923492
early_fusion,3,3.1680561580425852,0.00047547646794238266,0.16025787311441758,0.5999751244718662,0.05880526005873457,0.0,0.0,0.0,0.020539559423923492
early_fusion,4,3.1905138475589205,0.0004570288237343631,0.16922454835353967,0.597042356240177,0.05607780088051617,0.0,0.0,0.0,0.020539559423923492
early_fusion,5,3.156291052426793,0.0004340990257669731,0.18020881395239163,0.5865103026145688,0.05469051733301053,0.0,0.0,0.0,0.020539559423923492
early_fusion,6,3.208606671516108,0.0004072516817658064,0.16103070090689203,0.5331117778087675,0.039690963802579735,0.0,0.0,0.0,0.020539559423923492
early_fusion,7,3.2053634620235827,0.00037714786244139796,0.16101477481972645,0.5828534115279227,0.053458820159188125,0.0,0.0,0.0,0.020539559423923492
late_fusion,1,2.3117568132144215,0.000497229876633906,0.18758801357711063,0.6203099264664311,0.059347563933161346,0.0,0.0,0.0,0.14048568904399872
late_fusion,2,2.2722613228357056,0.0004889877161664095,0.2097976494142238,0.6110588683142307,0.06536536512924751,0.0,0.0,0.0,0.1749485731124878
late_fusion,3,2.221593505939411,0.00047547646794238266,0.18931990535381962,0.6158780307627365,0.062201784851226405,0.0,0.0,0.0,0.1749485731124878
late_fusion,4,2.236814522957306,0.0004570288237343631,0.17188004496342996,0.6126508078893115,0.06450188711117583,0.0,0.0,0.0,0.1749485731124878
late_fusion,5,2.2654513564493644,0.0004340990257669731,0.1734790294266799,0.606116741607336,0.054770157851562896,0.0,0.0,0.0,0.1749485731124878
late_fusion,6,2.2287146052663704,0.0004072516817658064,0.1746828428524382,0.6088370313695487,0.05645888171745329,0.0,0.0,0.0,0.1749485731124878
late_fusion,7,2.233182370934985,0.00037714786244139796,0.17834069443976178,0.6130493816923651,0.06934833515218582,0.0,0.0,0.0,0.1203191801905632
late_fusion,8,2.241441776265907,0.00034452882373436314,0.17757271933643257,0.5923602918728634,0.05235696929536786,0.0,0.0,0.0,0.1203191801905632
late_fusion,9,2.2529221604840517,0.00031019775463405193,0.17772775879677605,0.6285716170223994,0.05813014338163962,0.0,0.0,0.0,0.1203191801905632
late_fusion,10,2.2570130179748267,0.00027499999999999996,0.18253519031054832,0.6129523294424489,0.06368489847024902,0.0,0.0,0.0,0.1203191801905632
late_fusion,11,2.153325102542584,0.00023980224536594808,0.16483557252761197,0.624678219967511,0.06516100671776447,0.0,0.0,0.0,0.1203191801905632
late_fusion,12,2.2392682359138973,0.0002054711762656368,0.16886682140038295,0.6353205174109853,0.06904204474251166,0.0,0.0,0.0,0.1203191801905632
gated_fusion,1,2.218425316260758,0.000497229876633906,0.19858751389033655,0.5500610581145104,0.040794795506350345,0.0,0.0,0.0,0.13728897273540497
gated_fusion,2,2.2195390051990165,0.0004889877161664095,0.20624558075385935,0.5859666215640676,0.05280221079999235,0.0,0.0,0.0,0.16936586797237396
gated_fusion,3,2.293696887072859,0.00047547646794238266,0.22211265276898357,0.6039797075994738,0.05885563041156108,0.0,0.0,0.0,0.17004799842834473
gated_fusion,4,2.3659725702205168,0.0004570288237343631,0.17765252811505514,0.5904135933454193,0.04933436849642438,0.0,0.0,0.0,0.17004799842834473
gated_fusion,5,2.3548972024462023,0.0004340990257669731,0.18380972125074443,0.5908974412127197,0.05076610885447877,0.0,0.0,0.0,0.17004799842834473
gated_fusion,6,2.4192140524304357,0.0004072516817658064,0.18880594837314943,0.5399605572118302,0.04007687632530028,0.0,0.0,0.0,0.17004799842834473
gated_fusion,7,2.450676720563578,0.00037714786244139796,0.17203049736426157,0.5463542275206259,0.04239002487042837,0.0,0.0,0.0,0.17004799842834473
gated_fusion,8,2.489896885825353,0.00034452882373436314,0.17028148542432225,0.5416340018317435,0.03957707448888806,0.0,0.0,0.0,0.17004799842834473
cross_modal_attention,1,3.283822319639944,0.000497229876633906,0.17508967199691516,0.5770764470207786,0.04561059434895487,0.0,0.0,0.0,0.01418654341250658
cross_modal_attention,2,3.3901430001129085,0.0004889877161664095,0.1657134082962704,0.6218853765815748,0.05736445334138432,0.0,0.0,0.0,0.025679873302578926
cross_modal_attention,3,3.433616397089003,0.00047547646794238266,0.16235603930099923,0.6172895285333615,0.06069394628161336,0.0,0.0,0.0,0.05225782468914986
cross_modal_attention,4,3.472350205552413,0.0004570288237343631,0.1628223074545317,0.5974018264668082,0.05369219959822895,0.0,0.0,0.0,0.05225782468914986
cross_modal_attention,5,3.562180563852088,0.0004340990257669731,0.15787130464964053,0.5963149354932327,0.05679173079412882,0.0,0.0,0.0,0.05225782468914986
cross_modal_attention,6,3.5644331926546835,0.0004072516817658064,0.16798556272269172,0.5871482091504253,0.054122472664689496,0.0,0.0,0.0,0.05225782468914986
cross_modal_attention,7,3.439006297942427,0.00037714786244139796,0.16132601182359982,0.6057874235360187,0.05418964499091361,0.0,0.0,0.0,0.05225782468914986
cross_modal_attention,8,3.428326888957073,0.00034452882373436314,0.16303743177696187,0.6072841953708903,0.05445657752491029,0.0,0.0,0.0,0.05225782468914986
