dataset_name,split,model_name,structured_encoder,text_embedding_backend,device,n_features,n_examples,loss,decision_threshold,auroc,auprc,accuracy,precision,recall,f1,brier_score,specificity,sensitivity,tp,fp,tn,fn
horizon_12h,val,early_fusion,transformer,transformer:emilyalsentzer/Bio_ClinicalBERT,cuda,75,5431,0.1614534436560729,0.020539559423923492,0.6157644890528831,0.05924229883560088,0.7628429386853249,0.06495589414595028,0.39901477832512317,0.11172413793103449,0.036059149216214004,0.7769701606732976,0.39901477832512317,81,1166,4062,122
horizon_12h,test,early_fusion,transformer,transformer:emilyalsentzer/Bio_ClinicalBERT,cuda,75,5527,0.18082530533281194,0.020539559423923492,0.6363927325783807,0.08273949380241427,0.7602677763705445,0.08166409861325115,0.4435146443514644,0.13793103448275862,0.041387790919241794,0.7745839636913767,0.4435146443514644,106,1192,4096,133
horizon_12h,val,late_fusion,transformer,transformer:emilyalsentzer/Bio_ClinicalBERT,cuda,75,5431,0.17834069443976178,0.1203191801905632,0.6130493816923651,0.06934833515218582,0.9005707972749033,0.1016548463356974,0.21182266009852216,0.13738019169329074,0.03901112504870009,0.9273144605967866,0.21182266009852216,43,380,4848,160
horizon_12h,test,late_fusion,transformer,transformer:emilyalsentzer/Bio_ClinicalBERT,cuda,75,5527,0.1898632656158395,0.1203191801905632,0.6604339026073085,0.09134241572139432,0.891261081961281,0.12603305785123967,0.25523012552301255,0.16874135546334718,0.043496466502000966,0.9200075642965204,0.25523012552301255,61,423,4865,178
horizon_12h,val,gated_fusion,transformer,transformer:emilyalsentzer/Bio_ClinicalBERT,cuda,75,5431,0.22211265276898357,0.17004799842834473,0.6039797075994738,0.05885563041156108,0.8022463634689744,0.06580259222333001,0.3251231527093596,0.10945273631840796,0.04830775124973818,0.8207727620504973,0.3251231527093596,66,937,4291,137
horizon_12h,test,gated_fusion,transformer,transformer:emilyalsentzer/Bio_ClinicalBERT,cuda,75,5527,0.2319504503009981,0.17004799842834473,0.6505579855550421,0.09008226931553466,0.7993486520716483,0.07766990291262135,0.33472803347280333,0.12608353033884948,0.0523095342761091,0.8203479576399395,0.33472803347280333,80,950,4338,159
horizon_12h,val,cross_modal_attention,transformer,transformer:emilyalsentzer/Bio_ClinicalBERT,cuda,75,5431,0.16235603930099923,0.05225782468914986,0.6172895285333615,0.06069394628161336,0.8731357024489045,0.07665505226480836,0.21674876847290642,0.11325611325611326,0.03596309006945071,0.8986228003060444,0.21674876847290642,44,530,4698,159
horizon_12h,test,cross_modal_attention,transformer,transformer:emilyalsentzer/Bio_ClinicalBERT,cuda,75,5527,0.1764586286597772,0.05225782468914986,0.6701863855322543,0.10026682746097307,0.8775104034738557,0.13006756756756757,0.32217573221757323,0.18531889290012032,0.040906992268125504,0.9026096822995462,0.32217573221757323,77,515,4773,162
