fusion_strategy,epoch,train_loss,learning_rate,selection_loss,selection_auroc,selection_auprc,selection_precision,selection_recall,selection_f1,decision_threshold
cross_modal_attention,3,6.548340009630116,0.00028637581552354595,0.23503646640672632,0.7004087178921682,0.0810848156250317,0.0,0.0,0.0,0.009935015812516212
cross_modal_attention,4,6.644626621275426,0.0002761271242968684,0.23617438270545948,0.7018440326832027,0.09045503151668827,0.0,0.0,0.0,0.0031917926389724016
cross_modal_attention,5,6.673109559828419,0.0002633883476483184,0.25278364270254633,0.6994980844683645,0.09746157407907101,0.0,0.0,0.0,0.005398510955274105
cross_modal_attention,6,6.510021616833402,0.00024847315653655914,0.2027984655398378,0.6948177488145757,0.08883246143458406,0.0,0.0,0.0,0.005398510955274105
cross_modal_attention,7,6.500324868805269,0.00023174881246744333,0.251411552963524,0.6970809930172914,0.0954976184734245,0.0,0.0,0.0,0.005398510955274105
cross_modal_attention,8,6.243862770585453,0.00021362712429686843,0.266475830273726,0.7012802225360429,0.11416833432227674,0.0,0.0,0.0,0.0040404233150184155
cross_modal_attention,9,6.148761588841482,0.00019455430813002886,0.26558593841359995,0.7038733934967969,0.12009115439741687,0.0,0.0,0.0,0.0037854791153222322
cross_modal_attention,10,6.113643829352456,0.000175,0.2628390939310827,0.699023203366498,0.09997763351896635,0.0,0.0,0.0,0.0037854791153222322
cross_modal_attention,11,5.952877147070463,0.00015544569186997119,0.26070776392424805,0.6878377080495015,0.11057351787443193,0.0,0.0,0.0,0.0037854791153222322
cross_modal_attention,12,5.818420329521165,0.0001363728757031316,0.26011143656836083,0.6919942516265122,0.10663885442115448,0.0,0.0,0.0,0.0037854791153222322
cross_modal_attention,13,5.623770744183095,0.00011825118753255667,0.25734189467289376,0.6894900097110517,0.1008120297068163,0.0,0.0,0.0,0.0037854791153222322
cross_modal_attention,14,5.417526985362399,0.00010152684346344089,0.2897028444169938,0.6867118663360877,0.102781110999224,0.0,0.0,0.0,0.0037854791153222322
