mean_predicted_probability,fraction_positive
0.005720759741961945,0.02468265162200282
0.009125420125685381,0.056133056133056136
0.01011994108557701,0.047829937998228524
0.010119944810867308,0.05402542372881356
0.010119949467480146,0.07168458781362007
0.06887974147111911,0.1297539149888143
