mean_predicted_probability,fraction_positive
4.8911316634570605e-06,0.014925373134328358
3.876343528269958e-05,0.0024875621890547263
9.371767185287079e-05,0.01990049751243781
0.0001644975220318975,0.02493765586034913
0.00024396200038531653,0.022388059701492536
0.00035593741117572814,0.03731343283582089
0.0005002274754093197,0.0399002493765586
0.0007119615390242999,0.03731343283582089
0.0012109396512682204,0.08208955223880597
0.006142181253688515,0.15422885572139303
