mean_predicted_probability,fraction_positive
4.122478964083765e-05,0.018867924528301886
0.00016088062673624693,0.00686106346483705
0.0002880540722020454,0.00859106529209622
0.00045018954586718385,0.024013722126929673
0.000654129561745251,0.024013722126929673
0.0009400854622296625,0.02577319587628866
0.0013496551970594527,0.0548885077186964
0.0020151970211153623,0.05326460481099656
0.0033216378260180006,0.0686106346483705
0.08681432513670283,0.2281303602058319
