fpr,tpr,threshold
0.0,0.0,inf
0.0,0.005714285714285714,0.999772479242652
0.00078064012490242,0.005714285714285714,0.9918990997140972
0.00078064012490242,0.017142857142857144,0.9822221759080836
0.0026021337496747333,0.017142857142857144,0.9382619995563676
0.0026021337496747333,0.022857142857142857,0.9374473424101706
0.00312256049960968,0.022857142857142857,0.929183159418796
0.00312256049960968,0.02857142857142857,0.928879391631382
0.0036429872495446266,0.02857142857142857,0.9201313753617112
0.0036429872495446266,0.04,0.915710342581426
0.0039032006245121,0.04,0.9139622489049428
0.0039032006245121,0.05714285714285714,0.9078559128313712
0.00468384074941452,0.05714285714285714,0.8974793687636158
0.00468384074941452,0.06857142857142857,0.892092988704612
0.0052042674993494666,0.06857142857142857,0.8899108352198232
0.0052042674993494666,0.08571428571428572,0.888210036048982
0.00624512099921936,0.08571428571428572,0.8842150123155582
0.00624512099921936,0.09142857142857143,0.8833814650867207
0.006505334374186833,0.09142857142857143,0.8831125536670705
0.006505334374186833,0.10857142857142857,0.8816798184797385
0.007285974499089253,0.10857142857142857,0.8803398411943875
0.007285974499089253,0.13142857142857142,0.8755388094048454
0.0078064012490242,0.13142857142857142,0.8748060365494473
0.0078064012490242,0.14857142857142858,0.8723612676298738
0.00858704137392662,0.14857142857142858,0.8702791764245913
0.00858704137392662,0.1657142857142857,0.8663084311652782
0.009107468123861567,0.1657142857142857,0.8645437369438256
0.009107468123861567,0.17142857142857143,0.8632812236573059
0.009888108248763986,0.17142857142857143,0.8590421159107345
0.009888108248763986,0.17714285714285713,0.8590078880301708
0.01014832162373146,0.17714285714285713,0.8585269522067233
0.01014832162373146,0.19428571428571428,0.8571557069527922
0.010668748373666407,0.19428571428571428,0.8532306528860307
0.010668748373666407,0.2,0.8530520421891088
0.01092896174863388,0.2,0.8526189570914654
0.01092896174863388,0.21142857142857144,0.8516835135365758
0.011449388498568826,0.21142857142857144,0.8509127275790803
0.011449388498568826,0.22285714285714286,0.8491714252996508
0.011969815248503773,0.22285714285714286,0.8484912000124337
0.011969815248503773,0.22857142857142856,0.8459227772334448
0.012230028623471247,0.22857142857142856,0.8455988631701274
0.012230028623471247,0.2342857142857143,0.8443373303398766
0.01249024199843872,0.2342857142857143,0.8438721697590382
0.01249024199843872,0.24,0.8431430863277289
0.012750455373406194,0.24,0.8429753059517915
0.012750455373406194,0.25142857142857145,0.8422810233125633
0.013791308873276087,0.25142857142857145,0.8405492162905522
0.013791308873276087,0.2571428571428571,0.8400538635182095
0.01405152224824356,0.2571428571428571,0.8388940472825153
0.01405152224824356,0.26285714285714284,0.8338879388038412
0.014311735623211034,0.26285714285714284,0.832991308388017
0.014311735623211034,0.26857142857142857,0.8329086584522775
0.01483216237314598,0.26857142857142857,0.8304307407981418
0.01483216237314598,0.28,0.8287785490414845
0.015092375748113453,0.28,0.8283396499973888
0.015092375748113453,0.2857142857142857,0.8269874989481997
0.01639344262295082,0.2857142857142857,0.8191230688413245
