precision,recall,threshold
0.04324226524335082,1.0,0.04573829844594
0.04325009048136084,1.0,0.045781772583723
0.0432579185520362,1.0,0.0458000525832176
0.043265749456915276,1.0,0.0458181574940681
0.04327358319753757,1.0,0.0458190515637397
0.04310032596885187,0.99581589958159,0.0458229929208755
0.04310813258467669,0.99581589958159,0.0458237454295158
0.043115942028985506,0.99581589958159,0.0458271205425262
0.04312375430331582,0.99581589958159,0.0458379834890365
0.04313156940920623,0.99581589958159,0.0458416044712066
0.04313938734819649,0.99581589958159,0.0458484552800655
0.04314720812182741,0.99581589958159,0.0458492711186409
0.04315503173164098,0.99581589958159,0.0458574257791042
0.043162858179180266,0.99581589958159,0.0458584614098072
0.04317068746598948,0.99581589958159,0.0458630695939064
0.043178519593613934,0.99581589958159,0.0458640530705452
0.04318635456360007,0.99581589958159,0.0458727069199085
0.043194192377495465,0.99581589958159,0.0458741225302219
0.043202033036848796,0.99581589958159,0.0458754785358905
0.043209876543209874,0.99581589958159,0.0458759702742099
0.043217722898129654,0.99581589958159,0.045883473008871
0.04304395205230657,0.9916317991631799,0.0458872392773628
0.04305177111716621,0.9916317991631799,0.0458881705999374
0.043059593023255814,0.9916317991631799,0.045893982052803
0.0430674177721243,0.9916317991631799,0.0458974167704582
0.0430752453653217,0.9916317991631799,0.0458993203938007
0.0430830758043992,0.9916317991631799,0.045908372849226
0.04309090909090909,0.9916317991631799,0.0459091365337371
0.0430987452264048,0.9916317991631799,0.045914314687252
0.04310658421244089,0.9916317991631799,0.0459145531058311
0.04311442605057304,0.9916317991631799,0.0459153391420841
0.04312227074235808,0.9916317991631799,0.0459219813346862
0.04313011828935396,0.9916317991631799,0.0459224842488765
0.04313796869311977,0.9916317991631799,0.0459239892661571
0.04314582195521573,0.9916317991631799,0.0459269322454929
0.0431536780772032,0.9916317991631799,0.0459294915199279
0.04316153706064469,0.9916317991631799,0.0459336601197719
0.04316939890710383,0.9916317991631799,0.0459377393126487
0.04317726361814538,0.9916317991631799,0.0459425896406173
0.04318513119533528,0.9916317991631799,0.0459428653120994
0.04319300164024057,0.9916317991631799,0.0459474325180053
0.04320087495442946,0.9916317991631799,0.0459479466080665
0.043208751139471285,0.9916317991631799,0.0459479615092277
0.04321663019693654,0.9916317991631799,0.045953631401062
0.04322451212839686,0.9916317991631799,0.0459544546902179
0.04323239693542503,0.9916317991631799,0.0459601245820522
0.04324028461959496,0.9916317991631799,0.0459607616066932
0.04324817518248175,0.9916317991631799,0.0459661036729812
0.043256068625661614,0.9916317991631799,0.0459718741476535
0.04326396495071194,0.9916317991631799,0.0459728054702281
0.04327186415921125,0.9916317991631799,0.0459733605384826
0.04327976625273922,0.9916317991631799,0.0459746904671192
0.04328767123287671,0.9916317991631799,0.0459812246263027
0.0432955791012057,0.9916317991631799,0.0459866635501384
0.04330348985930934,0.9916317991631799,0.0459869764745235
0.04331140350877193,0.9916317991631799,0.0459877103567123
0.043136538110034726,0.9874476987447699,0.0459881573915481
0.04314442413162706,0.9874476987447699,0.0459921658039093
0.043152313037118306,0.9874476987447699,0.0459928140044212
0.04316020482809071,0.9874476987447699,0.045994259417057
0.043168099506127676,0.9874476987447699,0.0459986999630928
0.043175997072813756,0.9874476987447699,0.0460032448172569
0.04318389752973468,0.9874476987447699,0.046005580574274
0.04319180087847731,0.9874476987447699,0.0460056588053703
0.04319970712062969,0.9874476987447699,0.0460062623023986
0.04320761625778103,0.9874476987447699,0.0460062883794307
0.0432155282915217,0.9874476987447699,0.0460069067776203
0.04322344322344322,0.9874476987447699,0.046009287238121
0.043231361055138307,0.9874476987447699,0.0460111685097217
0.04323928178820081,0.9874476987447699,0.0460135340690612
0.04324720542422576,0.9874476987447699,0.0460141375660896
0.04325513196480939,0.9874476987447699,0.0460155010223388
0.043263061411549036,0.9874476987447699,0.0460172444581985
0.04327099376604327,0.9874476987447699,0.0460201650857925
0.043278929029891805,0.9874476987447699,0.0460202954709529
0.043286867204695524,0.9874476987447699,0.0460222102701664
0.0432948082920565,0.9874476987447699,0.0460227504372596
