fpr,tpr,threshold
0.0,0.0,inf
0.0,0.0033444816053511705,1.0
0.0001808972503617945,0.0033444816053511705,0.9999961853027344
0.0001808972503617945,0.006688963210702341,0.9999905824661256
0.000361794500723589,0.006688963210702341,0.9999799728393556
0.000361794500723589,0.010033444816053512,0.9999170303344728
0.000723589001447178,0.010033444816053512,0.9996821880340576
0.000723589001447178,0.016722408026755852,0.9996299743652344
0.0009044862518089725,0.016722408026755852,0.9995326995849608
0.0009044862518089725,0.04013377926421405,0.9976790547370912
0.001808972503617945,0.04013377926421405,0.995753288269043
0.001808972503617945,0.043478260869565216,0.9934925436973572
0.002170767004341534,0.043478260869565216,0.9927510023117064
0.002170767004341534,0.05016722408026756,0.9920783638954164
0.0023516642547033286,0.05016722408026756,0.9898099899291992
0.0023516642547033286,0.056856187290969896,0.9886974096298218
0.002532561505065123,0.056856187290969896,0.9858245849609376
0.002532561505065123,0.06688963210702341,0.9819530844688416
0.0030752532561505066,0.06688963210702341,0.9807774424552916
0.0030752532561505066,0.07357859531772576,0.9778217077255248
0.00361794500723589,0.07357859531772576,0.9727617502212524
0.00361794500723589,0.07692307692307693,0.9709926843643188
0.003979739507959479,0.07692307692307693,0.967829704284668
0.003979739507959479,0.08695652173913043,0.953971028327942
0.0041606367583212735,0.08695652173913043,0.9518383145332336
0.0041606367583212735,0.0903010033444816,0.9512585401535034
0.004522431259044862,0.0903010033444816,0.9483529925346376
0.004522431259044862,0.09364548494983277,0.945486307144165
0.005788712011577424,0.09364548494983277,0.9396179914474488
0.005788712011577424,0.10367892976588629,0.9351254105567932
0.006512301013024602,0.10367892976588629,0.9294108748435974
0.006512301013024602,0.10702341137123746,0.9282493591308594
0.00723589001447178,0.10702341137123746,0.9251287579536438
0.00723589001447178,0.11036789297658862,0.9209670424461364
0.0074167872648335745,0.11036789297658862,0.9205888509750366
0.0074167872648335745,0.11371237458193979,0.9195396304130554
0.007959479015918957,0.11371237458193979,0.9067347049713136
0.007959479015918957,0.11705685618729098,0.9059292674064636
0.00886396526772793,0.11705685618729098,0.8947667479515076
0.00886396526772793,0.12040133779264214,0.8907827734947205
0.00922575976845152,0.12040133779264214,0.8771749138832092
0.00922575976845152,0.12374581939799331,0.874139130115509
0.00958755426917511,0.12374581939799331,0.8722881078720093
0.00958755426917511,0.12709030100334448,0.8711546659469604
0.010311143270622287,0.12709030100334448,0.8662124276161194
0.010311143270622287,0.13043478260869565,0.8630549311637878
0.010672937771345875,0.13043478260869565,0.8618625402450562
0.010672937771345875,0.13377926421404682,0.8616049289703369
