mean_predicted_probability,fraction_positive
9.64532736343283e-06,0.0
1.5422619024875632e-05,0.0
2.2057945206467622e-05,0.0
3.19048776733167e-05,0.0
4.495700964179104e-05,0.0
6.213697425373135e-05,0.0
8.416996513466336e-05,0.0
0.000117629135221393,0.0
0.00020409860002487562,0.0
0.4403838850916914,0.43532338308457713
